Image 1,Image 2,Menu,Winner,Num Voter,Num Vote 1,Num Vote 2
d53_1.jpg,d53_2.jpg,Dessert,2,123,58,65
d54_1.jpg,d54_2.jpg,Dessert,1,123,82,41
d55_1.jpg,d55_2.jpg,Dessert,1,123,80,43
d56_1.jpg,d56_2.jpg,Dessert,2,123,38,85
d57_1.jpg,d57_2.jpg,Dessert,1,123,73,50
d58_1.jpg,d58_2.jpg,Dessert,1,123,85,38
d59_1.jpg,d59_2.jpg,Dessert,1,123,71,52
d60_1.jpg,d60_2.jpg,Dessert,1,123,65,58
d61_1.jpg,d61_2.jpg,Dessert,2,123,52,71
d62_1.jpg,d62_2.jpg,Dessert,1,123,66,57
d63_1.jpg,d63_2.jpg,Dessert,2,123,27,96
d64_1.jpg,d64_2.jpg,Dessert,2,123,37,86
d65_1.jpg,d65_2.jpg,Dessert,1,123,68,55
d66_1.jpg,d66_2.jpg,Dessert,2,123,30,93
d67_1.jpg,d67_2.jpg,Dessert,2,123,52,71
d68_1.jpg,d68_2.jpg,Dessert,2,123,59,64
d69_1.jpg,d69_2.jpg,Dessert,1,123,81,42
d70_1.jpg,d70_2.jpg,Dessert,1,123,65,58
d71_1.jpg,d71_2.jpg,Dessert,2,123,48,75
d72_1.jpg,d72_2.jpg,Dessert,2,123,44,79
d73_1.jpg,d73_2.jpg,Dessert,2,123,42,81
d74_1.jpg,d74_2.jpg,Dessert,2,123,55,68
d75_1.jpg,d75_2.jpg,Dessert,2,123,34,89
d76_1.jpg,d76_2.jpg,Dessert,1,123,75,48
d77_1.jpg,d77_2.jpg,Dessert,1,123,64,59
d78_1.jpg,d78_2.jpg,Dessert,1,123,86,37
d79_1.jpg,d79_2.jpg,Dessert,2,123,50,73
d80_1.jpg,d80_2.jpg,Dessert,1,123,69,54
d81_1.jpg,d81_2.jpg,Dessert,2,123,40,83
d82_1.jpg,d82_2.jpg,Dessert,1,123,79,44
d83_1.jpg,d83_2.jpg,Dessert,1,123,75,48
d84_1.jpg,d84_2.jpg,Dessert,1,123,86,37
d85_1.jpg,d85_2.jpg,Dessert,1,123,77,46
d86_1.jpg,d86_2.jpg,Dessert,2,123,40,83
d87_1.jpg,d87_2.jpg,Dessert,1,123,74,49
d88_1.jpg,d88_2.jpg,Dessert,2,123,22,101
d89_1.jpg,d89_2.jpg,Dessert,2,123,30,93
d90_1.jpg,d90_2.jpg,Dessert,1,123,84,39
d91_1.jpg,d91_2.jpg,Dessert,1,123,62,61
d92_1.jpg,d92_2.jpg,Dessert,1,123,62,61
d93_1.jpg,d93_2.jpg,Dessert,1,123,73,50
d94_1.jpg,d94_2.jpg,Dessert,1,123,88,35
d95_1.jpg,d95_2.jpg,Dessert,1,123,93,30
d96_1.jpg,d96_2.jpg,Dessert,2,123,45,78
d97_1.jpg,d97_2.jpg,Dessert,2,123,46,77
d98_1.jpg,d98_2.jpg,Dessert,1,123,104,19
d99_1.jpg,d99_2.jpg,Dessert,2,123,35,88
d100_1.jpg,d100_2.jpg,Dessert,1,123,64,59
